holiday,temp,rain,snow,weather,date,Time,traffic_volume
No Holiday,261.68,0.0,0.0,Clouds,15-01-2013,14:00:00,5136
No Holiday,261.78,0.0,0.0,Clouds,15-01-2013,15:00:00,5627
No Holiday,261.39,0.0,0.0,Clear,15-01-2013,16:00:00,6493
No Holiday,260.82,0.0,0.0,Clouds,15-01-2013,17:00:00,5739
No Holiday,260.76,0.0,0.0,Clouds,15-01-2013,18:00:00,4491
No Holiday,260.66,0.0,0.0,Clouds,15-01-2013,19:00:00,3043
No Holiday,260.71,0.0,0.0,Clouds,15-01-2013,20:00:00,2828
No Holiday,260.66,0.0,0.0,Clouds,15-01-2013,21:00:00,2331
No Holiday,260.66,0.0,0.0,Clouds,15-01-2013,22:00:00,1433
No Holiday,260.5,0.0,0.0,Clear,15-01-2013,23:00:00,989
No Holiday,261.2,0.0,0.0,Clear,16-01-2013,00:00:00,498
No Holiday,261.36,0.0,0.0,Clear,16-01-2013,01:00:00,330
No Holiday,262.03,0.0,0.0,Mist,16-01-2013,02:00:00,249
No Holiday,261.26,0.0,0.0,Clear,16-01-2013,04:00:00,792
No Holiday,260.99,0.0,0.0,Mist,16-01-2013,05:00:00,2408
No Holiday,260.5,0.0,0.0,Clear,16-01-2013,06:00:00,4987
No Holiday,260.08,0.0,0.0,Clear,16-01-2013,07:00:00,5709
No Holiday,260.94,0.0,0.0,Clouds,16-01-2013,08:00:00,5751
No Holiday,262.93,0.0,0.0,Clouds,16-01-2013,09:00:00,5303
No Holiday,264.57,0.0,0.0,Clear,16-01-2013,10:00:00,4333
No Holiday,266.42,0.0,0.0,Clear,16-01-2013,11:00:00,4623
No Holiday,268.51,0.0,0.0,Clear,16-01-2013,12:00:00,4849
No Holiday,269.74,0.0,0.0,Clear,16-01-2013,13:00:00,4984
No Holiday,270.59,0.0,0.0,Clear,16-01-2013,14:00:00,5354
No Holiday,271.15,0.0,0.0,Clouds,16-01-2013,15:00:00,5700
No Holiday,271.2,0.0,0.0,Clouds,16-01-2013,16:00:00,6465
No Holiday,270.29,0.0,0.0,Clear,16-01-2013,17:00:00,6019
No Holiday,269.28,0.0,0.0,Clear,16-01-2013,18:00:00,4425
No Holiday,268.85,0.0,0.0,Clear,16-01-2013,19:00:00,3188
No Holiday,268.95,0.0,0.0,Clear,16-01-2013,20:00:00,2807
No Holiday,268.8,0.0,0.0,Clear,16-01-2013,21:00:00,3090
No Holiday,268.71,0.0,0.0,Clear,16-01-2013,22:00:00,2171
No Holiday,268.71,0.0,0.0,Clear,17-01-2013,00:00:00,542
No Holiday,266.25,0.0,0.0,Clouds,17-01-2013,01:00:00,339
No Holiday,266.25,0.0,0.0,Clouds,17-01-2013,02:00:00,279
No Holiday,266.25,0.0,0.0,Clouds,17-01-2013,03:00:00,299
No Holiday,266.25,0.0,0.0,Clouds,17-01-2013,04:00:00,761
No Holiday,266.25,0.0,0.0,Clouds,17-01-2013,05:00:00,2502
No Holiday,266.25,0.0,0.0,Clouds,17-01-2013,06:00:00,5611
No Holiday,271.5,0.0,0.0,Mist,17-01-2013,07:00:00,6857
No Holiday,271.5,0.0,0.0,Snow,17-01-2013,07:00:00,6857
No Holiday,272.11,0.0,0.0,Clouds,17-01-2013,08:00:00,5912
No Holiday,273.0,0.0,0.0,Clouds,17-01-2013,09:00:00,4952
No Holiday,274.1,0.0,0.0,Clouds,17-01-2013,10:00:00,4205
No Holiday,274.78,0.0,0.0,Clouds,17-01-2013,11:00:00,4662
No Holiday,274.07,0.0,0.0,Snow,17-01-2013,12:00:00,4929
No Holiday,272.73,0.0,0.0,Snow,17-01-2013,13:00:00,4897
No Holiday,271.74,0.0,0.0,Snow,17-01-2013,14:00:00,5268
No Holiday,271.74,0.0,0.0,Mist,17-01-2013,14:00:00,5268
No Holiday,270.98,0.0,0.0,Snow,17-01-2013,15:00:00,5873
No Holiday,270.58,0.0,0.0,Clouds,17-01-2013,16:00:00,6490
No Holiday,269.63,0.0,0.0,Clouds,17-01-2013,17:00:00,6488
No Holiday,267.73,0.0,0.0,Clear,17-01-2013,18:00:00,4582
No Holiday,266.83,0.0,0.0,Clear,17-01-2013,19:00:00,3243
No Holiday,265.75,0.0,0.0,Clear,17-01-2013,20:00:00,2761
No Holiday,264.32,0.0,0.0,Clear,17-01-2013,21:00:00,2646
No Holiday,263.51,0.0,0.0,Clear,17-01-2013,22:00:00,1787
No Holiday,262.34,0.0,0.0,Clear,17-01-2013,23:00:00,1147
No Holiday,261.36,0.0,0.0,Clear,18-01-2013,00:00:00,602
No Holiday,260.74,0.0,0.0,Clouds,18-01-2013,01:00:00,355
No Holiday,260.58,0.0,0.0,Clouds,18-01-2013,02:00:00,301
No Holiday,260.32,0.0,0.0,Clouds,18-01-2013,03:00:00,345
No Holiday,260.0,0.0,0.0,Clouds,18-01-2013,04:00:00,712
No Holiday,259.77,0.0,0.0,Clouds,18-01-2013,05:00:00,2316
No Holiday,258.94,0.0,0.0,Clouds,18-01-2013,06:00:00,5157
No Holiday,258.52,0.0,0.0,Clouds,18-01-2013,07:00:00,6439
No Holiday,258.78,0.0,0.0,Clouds,18-01-2013,08:00:00,5727
No Holiday,259.76,0.0,0.0,Snow,18-01-2013,09:00:00,5023
No Holiday,260.17,0.0,0.0,Snow,18-01-2013,10:00:00,4367
No Holiday,261.02,0.0,0.0,Snow,18-01-2013,11:00:00,4813
No Holiday,261.02,0.0,0.0,Haze,18-01-2013,11:00:00,4813
No Holiday,264.55,0.0,0.0,Clouds,18-01-2013,13:00:00,5398
No Holiday,265.22,0.0,0.0,Clouds,18-01-2013,14:00:00,5474
No Holiday,265.34,0.0,0.0,Clear,18-01-2013,15:00:00,5953
No Holiday,265.31,0.0,0.0,Clear,18-01-2013,16:00:00,6514
No Holiday,264.4,0.0,0.0,Clouds,18-01-2013,17:00:00,5927
No Holiday,263.1,0.0,0.0,Clouds,18-01-2013,18:00:00,4792
No Holiday,263.15,0.0,0.0,Clouds,18-01-2013,19:00:00,3503
No Holiday,263.21,0.0,0.0,Clouds,18-01-2013,20:00:00,2799
No Holiday,264.02,0.0,0.0,Clouds,18-01-2013,21:00:00,2669
No Holiday,264.01,0.0,0.0,Clouds,18-01-2013,22:00:00,2311
No Holiday,264.4,0.0,0.0,Clouds,18-01-2013,23:00:00,1659
No Holiday,264.61,0.0,0.0,Snow,19-01-2013,00:00:00,1021
No Holiday,264.75,0.0,0.0,Snow,19-01-2013,01:00:00,696
No Holiday,264.86,0.0,0.0,Snow,19-01-2013,02:00:00,535
No Holiday,264.86,0.0,0.0,Mist,19-01-2013,02:00:00,535
No Holiday,265.37,0.0,0.0,Snow,19-01-2013,03:00:00,353
No Holiday,265.78,0.0,0.0,Clouds,19-01-2013,04:00:00,361
No Holiday,266.24,0.0,0.0,Clouds,19-01-2013,05:00:00,687
No Holiday,267.11,0.0,0.0,Clouds,19-01-2013,06:00:00,1111
No Holiday,267.98,0.0,0.0,Clouds,19-01-2013,07:00:00,1702
No Holiday,269.02,0.0,0.0,Clouds,19-01-2013,08:00:00,2595
No Holiday,271.02,0.0,0.0,Clouds,19-01-2013,09:00:00,3346
No Holiday,272.74,0.0,0.0,Clouds,19-01-2013,10:00:00,3550
No Holiday,275.16,0.0,0.0,Clouds,19-01-2013,11:00:00,4096
No Holiday,276.72,0.0,0.0,Clouds,19-01-2013,12:00:00,4803
No Holiday,277.1,0.0,0.0,Clouds,19-01-2013,13:00:00,4906
No Holiday,277.28,0.0,0.0,Clouds,19-01-2013,14:00:00,4973
No Holiday,276.74,0.0,0.0,Clouds,19-01-2013,15:00:00,4791
No Holiday,276.08,0.0,0.0,Clouds,19-01-2013,16:00:00,4837
No Holiday,275.27,0.0,0.0,Clouds,19-01-2013,17:00:00,4825
No Holiday,274.02,0.0,0.0,Clouds,19-01-2013,18:00:00,4530
No Holiday,273.53,0.0,0.0,Clouds,19-01-2013,19:00:00,3076
No Holiday,273.0,0.0,0.0,Clouds,19-01-2013,20:00:00,2532
No Holiday,271.8,0.0,0.0,Clouds,19-01-2013,22:00:00,3096
No Holiday,271.42,0.0,0.0,Clouds,19-01-2013,23:00:00,3125
No Holiday,270.86,0.0,0.0,Clouds,20-01-2013,01:00:00,784
No Holiday,270.53,0.0,0.0,Clouds,20-01-2013,02:00:00,577
No Holiday,271.27,0.0,0.0,Clouds,20-01-2013,04:00:00,246
No Holiday,271.35,0.0,0.0,Clouds,20-01-2013,05:00:00,419
No Holiday,270.47,0.0,0.0,Mist,20-01-2013,07:00:00,946
No Holiday,270.65,0.0,0.0,Mist,20-01-2013,08:00:00,1513
No Holiday,272.92,0.0,0.0,Mist,20-01-2013,09:00:00,2132
No Holiday,274.57,0.0,0.0,Clouds,20-01-2013,10:00:00,2796
No Holiday,269.27,0.0,0.0,Clouds,20-01-2013,12:00:00,3632
No Holiday,270.92,0.0,0.0,Clouds,20-01-2013,13:00:00,4028
No Holiday,270.92,0.0,0.0,Clouds,20-01-2013,14:00:00,3795
No Holiday,266.49,0.0,0.0,Haze,20-01-2013,16:00:00,3695
No Holiday,263.98,0.0,0.0,Snow,20-01-2013,17:00:00,3455
No Holiday,260.61,0.0,0.0,Clouds,20-01-2013,18:00:00,3075
No Holiday,258.95,0.0,0.0,Clouds,20-01-2013,20:00:00,2073
No Holiday,257.81,0.0,0.0,Clouds,20-01-2013,21:00:00,3219
No Holiday,257.21,0.0,0.0,Clouds,20-01-2013,22:00:00,2215
No Holiday,256.54,0.0,0.0,Clouds,20-01-2013,23:00:00,1031
No Holiday,255.63,0.0,0.0,Clouds,21-01-2013,01:00:00,331
No Holiday,255.49,0.0,0.0,Clouds,21-01-2013,02:00:00,270
No Holiday,255.33,0.0,0.0,Clouds,21-01-2013,03:00:00,310
No Holiday,255.2,0.0,0.0,Clouds,21-01-2013,04:00:00,667
No Holiday,254.69,0.0,0.0,Clouds,21-01-2013,05:00:00,1978
No Holiday,254.69,0.0,0.0,Clouds,21-01-2013,06:00:00,4018
No Holiday,254.7,0.0,0.0,Clouds,21-01-2013,07:00:00,4397
No Holiday,254.7,0.0,0.0,Clouds,21-01-2013,08:00:00,3731
No Holiday,256.15,0.0,0.0,Clouds,21-01-2013,10:00:00,3339
No Holiday,256.92,0.0,0.0,Clouds,21-01-2013,11:00:00,3551
No Holiday,259.07,0.0,0.0,Clouds,21-01-2013,13:00:00,4048
No Holiday,259.26,0.0,0.0,Clouds,21-01-2013,14:00:00,4252
No Holiday,259.27,0.0,0.0,Clouds,21-01-2013,15:00:00,4483
No Holiday,259.04,0.0,0.0,Clouds,21-01-2013,16:00:00,4561
No Holiday,258.69,0.0,0.0,Snow,21-01-2013,17:00:00,4420
No Holiday,258.69,0.0,0.0,Haze,21-01-2013,17:00:00,4420
No Holiday,257.66,0.0,0.0,Snow,21-01-2013,19:00:00,2545
No Holiday,256.44,0.0,0.0,Clouds,21-01-2013,20:00:00,2058
No Holiday,255.58,0.0,0.0,Clouds,21-01-2013,21:00:00,1790
No Holiday,254.83,0.0,0.0,Clouds,21-01-2013,22:00:00,1303
No Holiday,253.51,0.0,0.0,Clear,21-01-2013,23:00:00,859
No Holiday,250.63,0.0,0.0,Clouds,22-01-2013,01:00:00,275
No Holiday,250.63,0.0,0.0,Clouds,22-01-2013,02:00:00,185
No Holiday,248.14,0.0,0.0,Clouds,22-01-2013,04:00:00,719
No Holiday,248.14,0.0,0.0,Clouds,22-01-2013,04:00:00,719
No Holiday,248.14,0.0,0.0,Clouds,22-01-2013,05:00:00,2424
No Holiday,248.14,0.0,0.0,Clouds,22-01-2013,05:00:00,2424
No Holiday,249.46,0.0,0.0,Clouds,22-01-2013,07:00:00,6256
No Holiday,249.33,0.0,0.0,Clouds,22-01-2013,08:00:00,5693
No Holiday,250.44,0.0,0.0,Haze,22-01-2013,10:00:00,4031
No Holiday,250.69,0.0,0.0,Haze,22-01-2013,11:00:00,4176
No Holiday,251.56,0.0,0.0,Haze,22-01-2013,12:00:00,4551
No Holiday,252.22,0.0,0.0,Clouds,22-01-2013,13:00:00,4747
No Holiday,252.94,0.0,0.0,Clouds,22-01-2013,15:00:00,5459
No Holiday,252.81,0.0,0.0,Clouds,22-01-2013,16:00:00,6331
No Holiday,252.18,0.0,0.0,Clouds,22-01-2013,17:00:00,6111
No Holiday,251.69,0.0,0.0,Clouds,22-01-2013,19:00:00,2774
No Holiday,251.58,0.0,0.0,Clear,22-01-2013,20:00:00,2593
No Holiday,251.45,0.0,0.0,Clear,22-01-2013,21:00:00,3209
No Holiday,251.33,0.0,0.0,Clear,22-01-2013,22:00:00,2538
No Holiday,247.16,0.0,0.0,Clouds,23-01-2013,01:00:00,346
No Holiday,247.16,0.0,0.0,Clouds,23-01-2013,02:00:00,248
No Holiday,246.47,0.0,0.0,Clouds,23-01-2013,03:00:00,312
No Holiday,246.47,0.0,0.0,Clouds,23-01-2013,04:00:00,737
No Holiday,246.47,0.0,0.0,Clouds,23-01-2013,05:00:00,2486
No Holiday,248.75,0.0,0.0,Clear,23-01-2013,06:00:00,5307
No Holiday,248.48,0.0,0.0,Clear,23-01-2013,07:00:00,6391
No Holiday,248.48,0.0,0.0,Clouds,23-01-2013,08:00:00,6106
No Holiday,249.91,0.0,0.0,Clouds,23-01-2013,09:00:00,5394
No Holiday,250.79,0.0,0.0,Clouds,23-01-2013,10:00:00,4303
No Holiday,251.67,0.0,0.0,Clouds,23-01-2013,11:00:00,4481
No Holiday,253.57,0.0,0.0,Clouds,23-01-2013,12:00:00,4779
No Holiday,254.2,0.0,0.0,Clouds,23-01-2013,13:00:00,4682
No Holiday,255.04,0.0,0.0,Clouds,23-01-2013,14:00:00,5212
No Holiday,255.63,0.0,0.0,Clouds,23-01-2013,15:00:00,5633
No Holiday,255.46,0.0,0.0,Clouds,23-01-2013,16:00:00,6606
No Holiday,255.58,0.0,0.0,Clouds,23-01-2013,17:00:00,6303
No Holiday,255.5,0.0,0.0,Clouds,23-01-2013,18:00:00,4584
No Holiday,255.85,0.0,0.0,Clouds,23-01-2013,19:00:00,3062
No Holiday,255.99,0.0,0.0,Clouds,23-01-2013,20:00:00,2727
No Holiday,256.96,0.0,0.0,Clouds,23-01-2013,22:00:00,2484
No Holiday,257.41,0.0,0.0,Clouds,23-01-2013,23:00:00,1150
No Holiday,258.44,0.0,0.0,Clouds,24-01-2013,01:00:00,289
No Holiday,258.7,0.0,0.0,Clouds,24-01-2013,02:00:00,254
No Holiday,259.3,0.0,0.0,Snow,24-01-2013,04:00:00,746
No Holiday,259.3,0.0,0.0,Haze,24-01-2013,04:00:00,746
No Holiday,259.46,0.0,0.0,Snow,24-01-2013,05:00:00,2449
No Holiday,259.46,0.0,0.0,Mist,24-01-2013,05:00:00,2449
No Holiday,259.98,0.0,0.0,Snow,24-01-2013,07:00:00,6870
No Holiday,259.98,0.0,0.0,Mist,24-01-2013,07:00:00,6870
No Holiday,260.08,0.0,0.0,Snow,24-01-2013,08:00:00,6256
No Holiday,260.08,0.0,0.0,Haze,24-01-2013,08:00:00,6256
No Holiday,260.08,0.0,0.0,Mist,24-01-2013,08:00:00,6256
No Holiday,261.76,0.0,0.0,Snow,24-01-2013,10:00:00,4286
No Holiday,263.3,0.0,0.0,Snow,24-01-2013,11:00:00,4438
No Holiday,263.35,0.0,0.0,Clouds,24-01-2013,13:00:00,4731
No Holiday,262.26,0.0,0.0,Clouds,24-01-2013,14:00:00,5258
No Holiday,259.62,0.0,0.0,Clouds,24-01-2013,16:00:00,6661
No Holiday,257.89,0.0,0.0,Clouds,24-01-2013,17:00:00,5891
No Holiday,255.77,0.0,0.0,Clear,24-01-2013,19:00:00,3156
No Holiday,254.96,0.0,0.0,Clear,24-01-2013,20:00:00,2843
No Holiday,253.97,0.0,0.0,Clear,24-01-2013,21:00:00,2521
No Holiday,253.46,0.0,0.0,Clear,24-01-2013,22:00:00,1887
No Holiday,252.83,0.0,0.0,Clear,24-01-2013,23:00:00,1172
No Holiday,252.07,0.0,0.0,Clear,25-01-2013,00:00:00,590
No Holiday,251.56,0.0,0.0,Clouds,25-01-2013,01:00:00,376
No Holiday,251.56,0.0,0.0,Clouds,25-01-2013,02:00:00,283
No Holiday,251.45,0.0,0.0,Clouds,25-01-2013,04:00:00,683
No Holiday,251.32,0.0,0.0,Clouds,25-01-2013,05:00:00,2384
No Holiday,251.56,0.0,0.0,Clouds,25-01-2013,06:00:00,5269
No Holiday,251.8,0.0,0.0,Clouds,25-01-2013,07:00:00,6593
No Holiday,252.44,0.0,0.0,Clouds,25-01-2013,08:00:00,5829
No Holiday,254.65,0.0,0.0,Clouds,25-01-2013,10:00:00,4463
No Holiday,255.65,0.0,0.0,Clouds,25-01-2013,11:00:00,4911
No Holiday,257.86,0.0,0.0,Clouds,25-01-2013,13:00:00,5206
No Holiday,258.52,0.0,0.0,Clouds,25-01-2013,14:00:00,5546
No Holiday,259.97,0.0,0.0,Clouds,25-01-2013,16:00:00,6456
No Holiday,260.22,0.0,0.0,Clouds,25-01-2013,17:00:00,6142
No Holiday,260.46,0.0,0.0,Clouds,25-01-2013,19:00:00,3633
No Holiday,260.64,0.0,0.0,Clouds,25-01-2013,20:00:00,3033
No Holiday,261.56,0.0,0.0,Clouds,25-01-2013,22:00:00,2439
No Holiday,262.18,0.0,0.0,Clouds,25-01-2013,23:00:00,1690
No Holiday,262.69,0.0,0.0,Snow,26-01-2013,01:00:00,669
No Holiday,262.98,0.0,0.0,Mist,26-01-2013,02:00:00,584
No Holiday,263.79,0.0,0.0,Clouds,26-01-2013,04:00:00,385
No Holiday,264.15,0.0,0.0,Clouds,26-01-2013,05:00:00,658
No Holiday,264.79,0.0,0.0,Snow,26-01-2013,07:00:00,2052
No Holiday,264.85,0.0,0.0,Snow,26-01-2013,08:00:00,2755
No Holiday,265.05,0.0,0.0,Snow,26-01-2013,10:00:00,3991
No Holiday,264.25,0.0,0.0,Clouds,26-01-2013,12:00:00,4947
No Holiday,257.14,0.0,0.0,Clear,27-01-2013,01:00:00,937
No Holiday,256.96,0.0,0.0,Clouds,27-01-2013,02:00:00,686
No Holiday,256.12,0.0,0.0,Clouds,27-01-2013,05:00:00,462
No Holiday,255.95,0.0,0.0,Clouds,27-01-2013,07:00:00,1153
No Holiday,256.34,0.0,0.0,Clouds,27-01-2013,08:00:00,1839
No Holiday,260.21,0.0,0.0,Clouds,27-01-2013,10:00:00,3245
No Holiday,262.2,0.0,0.0,Clouds,27-01-2013,11:00:00,3616
No Holiday,265.54,0.0,0.0,Clouds,27-01-2013,13:00:00,3813
No Holiday,266.54,0.0,0.0,Clouds,27-01-2013,14:00:00,3124
No Holiday,267.41,0.0,0.0,Clouds,27-01-2013,16:00:00,2529
No Holiday,267.41,0.0,0.0,Clouds,27-01-2013,17:00:00,2347
No Holiday,267.71,0.0,0.0,Clouds,27-01-2013,19:00:00,1596
No Holiday,267.98,0.0,0.0,Clouds,27-01-2013,20:00:00,1408
No Holiday,268.25,0.0,0.0,Clouds,27-01-2013,22:00:00,1030
No Holiday,268.26,0.0,0.0,Clouds,27-01-2013,23:00:00,692
No Holiday,268.32,0.0,0.0,Clouds,28-01-2013,00:00:00,383
No Holiday,268.49,0.0,0.0,Clouds,28-01-2013,01:00:00,273
No Holiday,268.6,0.0,0.0,Clouds,28-01-2013,02:00:00,261
No Holiday,268.53,0.0,0.0,Clouds,28-01-2013,03:00:00,334
No Holiday,269.6,0.0,0.0,Clouds,28-01-2013,05:00:00,2474
No Holiday,269.94,0.0,0.0,Clouds,28-01-2013,06:00:00,5198
No Holiday,271.13,0.0,0.0,Clouds,28-01-2013,08:00:00,5565
No Holiday,272.07,0.0,0.0,Clouds,28-01-2013,09:00:00,4410
No Holiday,273.13,0.0,0.0,Clouds,28-01-2013,11:00:00,4033
No Holiday,273.37,0.0,0.0,Rain,28-01-2013,12:00:00,4368
No Holiday,272.85,0.0,0.0,Mist,28-01-2013,14:00:00,4799
No Holiday,272.85,0.0,0.0,Snow,28-01-2013,14:00:00,4799
No Holiday,272.85,0.0,0.0,Snow,28-01-2013,14:00:00,4799
No Holiday,272.71,0.0,0.0,Snow,28-01-2013,17:00:00,5708
No Holiday,272.71,0.0,0.0,Mist,28-01-2013,17:00:00,5708
No Holiday,272.55,0.0,0.0,Snow,28-01-2013,20:00:00,2460
No Holiday,272.55,0.0,0.0,Mist,28-01-2013,20:00:00,2460
No Holiday,272.55,0.0,0.0,Rain,28-01-2013,20:00:00,2460
No Holiday,272.37,0.0,0.0,Clouds,29-01-2013,00:00:00,434
No Holiday,273.05,0.0,0.0,Mist,30-01-2013,01:00:00,370
No Holiday,273.15,0.0,0.0,Mist,30-01-2013,02:00:00,243
No Holiday,272.59,0.0,0.0,Clouds,30-01-2013,03:00:00,340
No Holiday,272.94,0.0,0.0,Mist,30-01-2013,05:00:00,2608
No Holiday,272.94,0.0,0.0,Snow,30-01-2013,05:00:00,2608
No Holiday,272.94,0.0,0.0,Mist,30-01-2013,06:00:00,5646
No Holiday,272.94,0.0,0.0,Mist,30-01-2013,07:00:00,6945
No Holiday,273.04,0.0,0.0,Mist,30-01-2013,08:00:00,6060
No Holiday,273.56,0.0,0.0,Mist,30-01-2013,09:00:00,5100
No Holiday,273.82,0.0,0.0,Clouds,30-01-2013,10:00:00,4389
No Holiday,274.12,0.0,0.0,Clouds,30-01-2013,11:00:00,4462
No Holiday,274.48,0.0,0.0,Clouds,30-01-2013,12:00:00,4739
No Holiday,274.8,0.0,0.0,Clouds,30-01-2013,13:00:00,4683
No Holiday,274.74,0.0,0.0,Clouds,30-01-2013,14:00:00,5061
No Holiday,274.69,0.0,0.0,Clouds,30-01-2013,15:00:00,5693
No Holiday,273.98,0.0,0.0,Clouds,30-01-2013,16:00:00,6617
No Holiday,273.58,0.0,0.0,Clouds,30-01-2013,17:00:00,6139
No Holiday,273.02,0.0,0.0,Clouds,30-01-2013,18:00:00,4679
No Holiday,272.24,0.0,0.0,Clouds,30-01-2013,19:00:00,3121
No Holiday,271.42,0.0,0.0,Clouds,30-01-2013,20:00:00,2686
No Holiday,271.22,0.0,0.0,Clouds,30-01-2013,21:00:00,2734
No Holiday,271.12,0.0,0.0,Clouds,30-01-2013,22:00:00,3839
No Holiday,270.76,0.0,0.0,Clouds,30-01-2013,23:00:00,1242
No Holiday,270.15,0.0,0.0,Clouds,31-01-2013,00:00:00,605
No Holiday,269.49,0.0,0.0,Clouds,31-01-2013,01:00:00,389
No Holiday,268.82,0.0,0.0,Clouds,31-01-2013,02:00:00,261
No Holiday,268.49,0.0,0.0,Snow,31-01-2013,03:00:00,337
No Holiday,268.58,0.0,0.0,Clouds,31-01-2013,04:00:00,747
No Holiday,268.66,0.0,0.0,Clouds,31-01-2013,05:00:00,2533
No Holiday,267.15,0.0,0.0,Clouds,31-01-2013,06:00:00,5348
No Holiday,260.0,0.0,0.0,Clouds,31-01-2013,08:00:00,5330
No Holiday,260.59,0.0,0.0,Clouds,31-01-2013,09:00:00,5410
No Holiday,260.59,0.0,0.0,Clouds,31-01-2013,10:00:00,4403
No Holiday,260.59,0.0,0.0,Clouds,31-01-2013,11:00:00,4543
No Holiday,261.53,0.0,0.0,Clouds,31-01-2013,13:00:00,4962
No Holiday,261.53,0.0,0.0,Clouds,31-01-2013,14:00:00,5303
No Holiday,258.75,0.0,0.0,Clouds,31-01-2013,15:00:00,5679
No Holiday,258.75,0.0,0.0,Clouds,31-01-2013,16:00:00,6485
No Holiday,258.75,0.0,0.0,Clouds,31-01-2013,17:00:00,6312
No Holiday,254.84,0.0,0.0,Clouds,31-01-2013,18:00:00,4334
No Holiday,254.84,0.0,0.0,Clouds,31-01-2013,19:00:00,3059
No Holiday,254.84,0.0,0.0,Clouds,31-01-2013,20:00:00,2787
No Holiday,253.77,0.0,0.0,Clouds,31-01-2013,21:00:00,2545
No Holiday,253.77,0.0,0.0,Clouds,31-01-2013,22:00:00,2040
No Holiday,253.77,0.0,0.0,Clouds,31-01-2013,23:00:00,1130
No Holiday,252.77,0.0,0.0,Clouds,01-02-2013,00:00:00,627
No Holiday,252.77,0.0,0.0,Clouds,01-02-2013,01:00:00,378
No Holiday,252.77,0.0,0.0,Clouds,01-02-2013,02:00:00,291
No Holiday,250.91,0.0,0.0,Clouds,01-02-2013,03:00:00,347
No Holiday,250.91,0.0,0.0,Clouds,01-02-2013,04:00:00,638
No Holiday,250.91,0.0,0.0,Clouds,01-02-2013,05:00:00,2337
No Holiday,249.91,0.0,0.0,Clouds,01-02-2013,06:00:00,5110
No Holiday,249.91,0.0,0.0,Clouds,01-02-2013,07:00:00,6681
No Holiday,249.91,0.0,0.0,Clouds,01-02-2013,08:00:00,5948
No Holiday,252.13,0.0,0.0,Clouds,01-02-2013,09:00:00,4996
No Holiday,252.13,0.0,0.0,Clouds,01-02-2013,10:00:00,4461
No Holiday,252.13,0.0,0.0,Clouds,01-02-2013,11:00:00,4929
No Holiday,253.33,0.0,0.0,Clouds,01-02-2013,12:00:00,5246
No Holiday,253.33,0.0,0.0,Clouds,01-02-2013,13:00:00,5201
No Holiday,253.33,0.0,0.0,Clouds,01-02-2013,14:00:00,5518
No Holiday,251.77,0.0,0.0,Clouds,01-02-2013,15:00:00,6037
No Holiday,251.77,0.0,0.0,Clouds,01-02-2013,16:00:00,5971
No Holiday,251.77,0.0,0.0,Clouds,01-02-2013,17:00:00,4909
No Holiday,250.24,0.0,0.0,Clouds,01-02-2013,18:00:00,4053
No Holiday,250.24,0.0,0.0,Clouds,01-02-2013,19:00:00,2945
No Holiday,250.24,0.0,0.0,Clouds,01-02-2013,20:00:00,2547
No Holiday,249.69,0.0,0.0,Clouds,01-02-2013,21:00:00,2396
No Holiday,249.69,0.0,0.0,Clouds,01-02-2013,22:00:00,2320
No Holiday,251.23,0.0,0.0,Clouds,01-02-2013,23:00:00,1517
No Holiday,250.14,0.0,0.0,Clouds,02-02-2013,00:00:00,945
No Holiday,250.14,0.0,0.0,Clouds,02-02-2013,01:00:00,580
No Holiday,246.04,0.0,0.0,Clouds,02-02-2013,02:00:00,472
No Holiday,244.82,0.0,0.0,Clouds,02-02-2013,03:00:00,354
No Holiday,244.82,0.0,0.0,Clouds,02-02-2013,04:00:00,417
No Holiday,244.82,0.0,0.0,Clouds,02-02-2013,05:00:00,678
No Holiday,245.7,0.0,0.0,Clear,02-02-2013,06:00:00,1198
No Holiday,245.7,0.0,0.0,Clear,02-02-2013,07:00:00,1909
No Holiday,245.7,0.0,0.0,Clear,02-02-2013,08:00:00,2689
No Holiday,250.41,0.0,0.0,Clear,02-02-2013,09:00:00,3438
No Holiday,250.41,0.0,0.0,Clear,02-02-2013,10:00:00,3885
No Holiday,250.41,0.0,0.0,Clear,02-02-2013,11:00:00,4420
No Holiday,254.46,0.0,0.0,Clouds,02-02-2013,12:00:00,4907
No Holiday,254.46,0.0,0.0,Clouds,02-02-2013,13:00:00,4901
No Holiday,254.46,0.0,0.0,Clouds,02-02-2013,14:00:00,4684
No Holiday,255.98,0.0,0.0,Clouds,02-02-2013,15:00:00,4760
No Holiday,255.98,0.0,0.0,Clouds,02-02-2013,16:00:00,4763
No Holiday,255.98,0.0,0.0,Clouds,02-02-2013,17:00:00,4471
No Holiday,256.67,0.0,0.0,Clouds,02-02-2013,18:00:00,4113
No Holiday,256.67,0.0,0.0,Clouds,02-02-2013,19:00:00,3440
No Holiday,256.67,0.0,0.0,Clouds,02-02-2013,20:00:00,2768
No Holiday,256.44,0.0,0.0,Clouds,02-02-2013,21:00:00,2390
No Holiday,256.44,0.0,0.0,Clouds,02-02-2013,22:00:00,2752
No Holiday,256.44,0.0,0.0,Clouds,02-02-2013,23:00:00,2258
No Holiday,254.44,0.0,0.0,Clouds,03-02-2013,00:00:00,1103
No Holiday,254.44,0.0,0.0,Clouds,03-02-2013,01:00:00,730
